tRF,01-LA2CO2-1_S1_full,02-LA2CO2-2_S2_full,03-LA2CO2-3_S3_full,04-LA2CO2-4_S4_full,05-LA2CN30-1_S5_full,06-LA2CN30-2_S6_full,07-LA2CN30-3_S7_full,08-LA2CN30-4_S8_full,09-LA2CN60-1_S9_full,10-LA2CN60-2_S10_full,11-LA2CN60-3_S11_full,12-LA2CN60-4_S12_full,13-LA2CN2-1_S13_full,14-LA2CN2-2_S14_full,15-LA2CN2-3_S15_full,16-LA2CN2-4_S16_full,17-LA2CO4-1_S17_full,18-LA2CO4-2_S18_full,19-LA2CO4-3_S19_full,20-LA2CO4-4_S20_full,21-LA2CN4-1_S21_full,22-LA2CN4-2_S22_full,23-LA2CN4-3_S23_full,24-LA2CN4-4_S24_full,25-LA5CO2-1_S25_full,26-LA5CO2-2_S26_full,27-LA5CO2-3_S27_full,28-LA5CO2-4_S28_full,29-LA5CN30-1_S29_full,30-LA5CN30-2_S30_full,31-LA5CN30-3_S31_full,32-LA5CN30-4_S32_full,33-LA5CN60-1_S33_full,34-LA5CN60-2_S34_full,35-LA5CN60-3_S35_full,36-LA5CN60-4_S36_full,37-LA5CN2-1_S37_full,38-LA5CN2-2_S38_full,39-LA5CN2-3_S39_full,40-LA5CN2-4_S40_full,41-LA5CO4-1_S41_full,42-LA5CO4-2_S42_full,43-LA5CO4-3_S43_full,44-LA5CO4-4_S44_full,45-LA5CN4-1_S45_full,46-LA5CN4-2_S46_full,47-LA5CN4-3_S47_full,48-LA5CN4-4_S48_full
tRF-19-2Q2RJOE1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-19-2QR7F8KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-19-2QW18F18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-19-2R14PS2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-2R1HPS2E,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-2R9DWUF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-2R9DWUFJ,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,1,1,1,2,1,0,2,1,0,0,0,0,0,0,1,0
tRF-19-2S3FPS2E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-2S3HPS2E,31,29,22,27,28,44,44,37,29,35,26,22,41,39,40,32,90,85,84,126,45,42,45,66,1,2,2,1,9,1,3,1,2,4,2,4,2,3,0,3,3,1,1,6,2,5,5,4
tRF-19-2URR93JL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-2V7KYUFJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-19-2VF0S7IZ,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,1,0,1,0,0,0,1,1,2,1,0,2,1,4,0,0,1,0,1,3,1,0,0,0,0,2,0,2,0,0
tRF-19-2VO0S71Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-19-2VO0SR1Z,1,1,1,1,1,3,2,0,1,5,1,1,1,3,4,1,3,6,5,4,1,3,1,3,3,6,2,4,5,5,8,7,9,2,8,10,9,5,6,5,7,6,5,3,12,3,7,5
tRF-19-2VO0SRJX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,1,2,0,0,2,1,3,3,0,0,0,1,1
tRF-19-2VR0082E,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tRF-19-2VR00S2E,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0
tRF-19-2VR0PS2E,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2
tRF-19-2WI0PRIZ,0,0,0,1,1,0,1,3,0,2,2,0,0,0,1,1,0,1,0,1,1,1,1,0,6,5,3,5,11,4,1,4,3,3,4,1,4,6,6,5,3,5,4,5,6,3,4,4
tRF-19-2WNIYF1U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-2WW18F18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-19-2YBE7XH8,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
tRF-19-2YU04DKH,5,7,11,13,3,11,5,7,7,2,5,5,8,7,6,9,3,6,4,5,8,0,4,4,11,9,4,4,15,8,1,12,7,10,5,13,9,17,6,8,7,8,6,4,15,20,4,5
tRF-19-309MUK1V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-31QJ3KKK,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,1,24,27,23,20,3,2,4,1,1,0,1,0,0,1,0,2,0,0,0,0,1,0,3,0,0,1,1,0,1,1,0,0
tRF-19-325UB1KQ,1,0,0,0,1,0,0,2,0,2,0,0,1,0,3,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
tRF-19-3282FNHY,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-3290Q42E,1,5,0,2,1,0,1,0,2,0,2,1,3,2,3,0,7,4,6,6,2,4,3,9,19,16,3,18,16,20,19,19,16,17,19,22,20,13,13,20,19,20,22,25,12,13,14,8
tRF-19-32Q86N24,0,0,2,3,1,4,0,3,1,2,1,2,2,1,0,0,0,0,0,0,0,0,3,1,5,2,5,5,7,5,7,3,3,3,3,5,5,9,2,2,2,0,2,8,2,7,1,2
tRF-19-32VIJM2B,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,3,0,0,1,1,0,0,0,1,1,2,0,2,0,0,0,2,0,0
tRF-19-33DSJO0W,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-33VIJMIW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-19-347L73JD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-19-362VO02J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-19-37VHJHIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-19-392J1YEJ,25,28,35,17,21,22,38,25,17,14,25,23,32,38,22,23,26,15,24,16,22,11,27,32,30,28,21,47,31,49,28,23,33,34,42,31,42,44,43,23,40,27,44,30,33,20,32,40
tRF-19-3B1NR8KK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-3FPD48KK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-3H91U4IB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
tRF-19-3H93WB1J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-3HPSR9IE,1,3,1,0,0,1,2,1,4,0,1,0,2,6,2,1,7,7,4,5,7,2,4,10,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,3,0,2,0
tRF-19-3IRW18JD,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,2,1,4,1,1,0,4,4,0,0,2,4,2,3,1,3,1,1,2,1,1,1,1,0,1,4,1,3,1,2,0
tRF-19-3KYU8RIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-3L7L731D,1,6,4,3,6,1,3,1,2,4,5,2,2,2,4,3,10,2,11,11,3,4,4,4,26,24,6,10,34,29,16,27,22,29,27,23,28,29,28,19,29,29,24,29,23,23,8,16
tRF-19-3L7L73JE,0,0,0,1,2,2,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,2,6,0,4,7,5,4,4,7,4,6,7,7,4,2,6,10,6,3,9,2,7,3,1
tRF-19-3L7LQ3JD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,4,1,1,1,1,4,1,3,1,3,3,0,2,0,2,0,2,0,3,2,1,0,1
tRF-19-3L90Q42E,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
tRF-19-3O9EDJF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-19-3OPP6N24,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,1,1,1,0,0,0,0,4,1,1,0,1,4,1,1,4,0,3,1,0,1,3,1,2,2,0,1,1,0,0
tRF-19-3S9H242H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-19-3S9H2H2H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-3V2VR0IJ,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0,0,2
tRF-19-3W2VR0EK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,2
tRF-19-3W2VR0EP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
tRF-19-409Z7KKO,2,2,0,1,1,5,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,3,2,1,1,3,0,1,3,1,0,0,3,1,0,0,0,0,1,0,0
tRF-19-40KK5YJY,18,21,17,22,20,24,26,16,18,20,26,16,20,19,13,29,11,14,9,13,11,14,24,23,158,148,119,122,153,158,130,193,88,121,137,115,114,141,140,105,144,138,126,157,112,214,88,75
tRF-19-40Q1FIFS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-42RQ59JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-19-436X6N1Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
tRF-19-43RQ59JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-45DBNI0W,0,1,1,2,2,1,0,0,0,2,0,0,1,1,0,0,2,1,0,1,0,1,1,1,0,0,0,0,2,2,0,2,2,1,0,2,0,1,5,1,1,2,1,1,3,2,0,0
tRF-19-45EHBKJJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
tRF-19-45LSM11Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4656OKHM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tRF-19-4656OKKM,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-46I26WIZ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,3,0,0,0,2,0,0,0,1,2,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,4,1,2,1
tRF-19-47202LFW,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tRF-19-490VL81K,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,2,1,1,0,0,0,0,1,0,0,3,2,0,2,3,2,0,0,5,3,0,0,1,0,1,0,2,0,1,0,1
tRF-19-4BOPRNE9,2,2,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,2,0,2,3,0,0,0,3,2,3,1,1,1,5,0,4,1,2,1,0,3,0,1,0,3,0
tRF-19-4E0117KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-19-4E6L1FJH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4E6L1FK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-19-4E6L1HJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4E8BR91Y,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0,0
tRF-19-4E8BRYJY,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,1,1,0
tRF-19-4EK2R91Y,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
tRF-19-4EKN7IHM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-19-4EKN7IKM,1,0,0,0,2,1,0,0,1,0,1,1,0,0,0,1,0,2,1,1,0,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
tRF-19-4ER81X0X,7,7,3,4,6,6,7,9,4,5,2,4,4,3,3,9,2,2,6,5,2,0,5,4,6,6,4,2,4,3,3,3,1,3,3,4,3,8,3,10,2,3,0,2,3,4,0,1
tRF-19-4KIK74FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-19-4KRQ59J4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
tRF-19-4MJYSZE9,0,1,0,3,4,2,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,2,1,0
tRF-19-4O77R714,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0
tRF-19-4O77R71F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,3,1,0,0
tRF-19-4P64R9EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4P64R9IE,8,16,19,20,24,26,10,13,13,21,11,12,11,16,16,17,8,14,7,12,5,6,9,9,17,14,7,13,28,14,8,18,13,8,12,15,34,13,12,21,7,6,4,6,12,10,8,6
tRF-19-4P9L5FKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-19-4P9L5H10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
tRF-19-4P9L5HH0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,3,0,1,2,0
tRF-19-4PU3XO2W,1,0,0,1,0,1,0,1,2,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,0
tRF-19-4PW36JF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4PW3FJF2,0,4,0,0,0,0,0,2,0,1,1,0,2,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1,0,1,1,2,3,1,3,0,2,3,0,2,1,1,2,5,1,1,0,1
tRF-19-4PW3FJF4,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,9,20,17,26,3,3,6,3,1,2,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,2,1,1,1
tRF-19-4QD7OKJN,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0
tRF-19-4RN26WIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-19-4S14IZ1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
tRF-19-4S581HJY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tRF-19-4S5IR2KN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tRF-19-4S9IVI2E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4UDRD82E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-19-4V4REHIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
tRF-19-4W6VB829,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-19-4W6VD829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-19-4Y9H24H8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4YDRFUJK,0,0,1,0,2,2,0,1,0,1,0,1,1,0,0,1,2,2,2,2,1,3,2,3,3,2,1,1,1,3,2,3,2,1,2,0,1,0,0,2,1,2,2,3,3,2,2,5
tRF-19-4YMY91IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4ZM0Q42E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-4ZMKQ42E,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0,0,0,4,0,1,0,1,0,0,1
tRF-19-51K36DFV,0,3,0,4,2,2,0,1,0,0,0,1,2,3,3,0,0,0,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
tRF-19-51MLHVFF,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-19-53F85SFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-19-53L45S0R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-19-547O6UJX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-19-54QFQ2E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-54RNZF2J,6,3,1,9,13,14,18,7,6,13,4,4,8,9,7,12,1,3,1,6,3,4,1,3,8,5,5,2,10,11,2,4,0,4,4,6,5,7,11,9,1,0,1,3,2,5,1,0
tRF-19-56FK8R2E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-56O2YX2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-56OKNHKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-19-58J0K827,0,0,1,1,0,1,1,4,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
